trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
142,False,"{'a': 0.7, 'e': 0.6531163421206756}",20,14,6.5392840557657745,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.7, 'e': 0.6511599291810325}",20,11,15.498018475238528,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.7, 'e': 0.6492093766851474}",25,0,-11.883185161760382,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
145,False,"{'a': 0.7, 'e': 0.6472646670780347}",20,11,1.7409217158353611,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
146,False,"{'a': 0.7, 'e': 0.6453257828572946}",20,14,5.852582875418302,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.7, 'e': 0.6433927065729562}",20,7,22.025259712165077,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.7, 'e': 0.6414654208273198}",20,0,25.71142879378162,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
149,False,"{'a': 0.7, 'e': 0.6395439082748009}",20,0,-8.986275460259854,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
150,False,"{'a': 0.7, 'e': 0.6376281516217733}",30,14,24.871961123077025,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.7, 'e': 0.6357181336264143}",20,10,-45.093808263695834,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 1}",1
152,False,"{'a': 0.7, 'e': 0.633813837098549}",20,13,10.205618445710801,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.7, 'e': 0.6319152448994959}",30,17,21.189720107423298,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.7, 'e': 0.6300223399419123}",20,0,-64.59155895855487,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
155,False,"{'a': 0.7, 'e': 0.6281351051896408}",30,12,30.13315314003302,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.7, 'e': 0.6262535236575559}",25,0,37.503295287415824,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
157,False,"{'a': 0.7, 'e': 0.6243775784114112}",20,8,24.04613121599606,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.7, 'e': 0.6225072525676868}",20,0,25.243396679574225,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
159,False,"{'a': 0.7, 'e': 0.6206425292934373}",20,0,26.726324075795137,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
160,False,"{'a': 0.7, 'e': 0.6187833918061408}",30,0,41.42819064147621,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
161,False,"{'a': 0.7, 'e': 0.6169298233735475}",25,16,16.652366747177123,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.7, 'e': 0.6150818073135287}",20,12,14.308062087174864,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.7, 'e': 0.6132393269939276}",25,2,30.47295777344565,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.7, 'e': 0.6114023658324087}",20,9,22.235154948225237,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.7, 'e': 0.6095709072963093}",30,14,26.544523132454536,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.7, 'e': 0.6077449349024902}",30,13,25.665906184593187,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.7, 'e': 0.6059244322171875}",20,12,14.592318309337067,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.7, 'e': 0.6041093828558647}",25,0,37.45272808235908,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
169,False,"{'a': 0.7, 'e': 0.6022997704830654}",30,20,16.16041031720154,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.7, 'e': 0.600495578812266}",20,0,22.39076174104282,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
171,False,"{'a': 0.7, 'e': 0.5986967916057292}",20,7,-21.719202374135158,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
172,False,"{'a': 0.7, 'e': 0.596903392674358}",35,5,43.97561385636408,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.7, 'e': 0.5951153658775501}",20,0,30.797153184879477,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
174,False,"{'a': 0.7, 'e': 0.593332695123052}",30,3,33.85795008948321,"{0: 26, 1: 1, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.7, 'e': 0.5915553643668151}",20,0,26.14689579143162,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
176,False,"{'a': 0.7, 'e': 0.5897833576128505}",25,0,33.12988822547762,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
177,False,"{'a': 0.7, 'e': 0.5880166589130854}",20,8,21.25986523424099,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.7, 'e': 0.5862552523672196}",20,0,33.26233499006129,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
179,False,"{'a': 0.7, 'e': 0.5844991221225824}",30,12,30.22695806784766,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.7, 'e': 0.5827482523739896}",20,0,12.267950729771401,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
181,False,"{'a': 0.7, 'e': 0.5810026273636019}",25,12,20.297342452091392,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.7, 'e': 0.579262231380782}",25,6,29.500850815720813,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.7, 'e': 0.5775270487619547}",20,0,27.151288985367525,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
184,False,"{'a': 0.7, 'e': 0.5757970638904646}",25,0,36.39246160106512,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
185,False,"{'a': 0.7, 'e': 0.5740722611964361}",20,0,26.027840784131275,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
186,False,"{'a': 0.7, 'e': 0.5723526251566332}",20,14,9.039216888779986,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.7, 'e': 0.5706381402943203}",25,13,19.45212221598353,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.7, 'e': 0.5689287911791218}",20,0,24.933508278004872,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
189,False,"{'a': 0.7, 'e': 0.5672245624268841}",20,13,11.684372630095382,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.7, 'e': 0.5655254386995371}",20,0,-37.113948320253634,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
191,False,"{'a': 0.7, 'e': 0.5638314047049556}",20,0,8.24708899592197,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
192,False,"{'a': 0.7, 'e': 0.5621424451968224}",25,15,19.51545756101528,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.7, 'e': 0.5604585449744904}",25,0,8.747981640180601,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
194,False,"{'a': 0.7, 'e': 0.5587796888828463}",30,21,17.73508570118616,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.7, 'e': 0.5571058618121739}",20,4,27.31087392815524,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.7, 'e': 0.5554370486980184}",20,0,26.315241591226357,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
197,False,"{'a': 0.7, 'e': 0.5537732345210501}",35,8,44.612444912444275,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.7, 'e': 0.5521144043069306}",20,3,26.95069808115456,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.7, 'e': 0.5504605431261766}",30,22,17.139930158645818,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.7, 'e': 0.5488116360940265}",35,13,32.01612661950652,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.7, 'e': 0.5471676683703056}",20,0,-64.16803936347422,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
202,False,"{'a': 0.7, 'e': 0.5455286251592933}",30,17,18.78079534258238,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.7, 'e': 0.5438944917095899}",20,11,15.7365531806771,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.7, 'e': 0.5422652533139832}",20,16,6.7277857129715075,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.7, 'e': 0.5406408953093166}",25,14,19.579794006270493,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.7, 'e': 0.539021403076357}",20,0,33.23348263928865,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
207,False,"{'a': 0.7, 'e': 0.5374067620396636}",20,10,16.7887461626983,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.7, 'e': 0.535796957667456}",25,5,31.910497638965627,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.7, 'e': 0.5341919754714841}",20,16,5.810018197158911,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.7, 'e': 0.5325918010068972}",35,18,29.32527374078799,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.7, 'e': 0.5309964198721143}",20,3,23.750495261036697,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.7, 'e': 0.5294058177086945}",20,0,31.434239340730958,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
213,False,"{'a': 0.7, 'e': 0.5278199802012077}",35,0,50.43994508951734,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.7, 'e': 0.5262388930771054}",20,5,21.238196335772386,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.7, 'e': 0.5246625421065929}",25,2,25.34864925001621,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
216,False,"{'a': 0.7, 'e': 0.5230909131025008}",25,6,-8.707527970382683,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
217,False,"{'a': 0.7, 'e': 0.5215239919201575}",20,4,24.418316147959093,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.7, 'e': 0.5199617644572618}",25,15,15.272035082678618,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.7, 'e': 0.518404216653756}",20,0,20.784243178382383,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
220,False,"{'a': 0.7, 'e': 0.5168513344916993}",25,3,29.309434615544934,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.7, 'e': 0.5153031039951417}",20,14,12.297229975972552,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.7, 'e': 0.5137595112299984}",20,7,-0.4348362092754665,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
223,False,"{'a': 0.7, 'e': 0.512220542303924}",20,0,0.40684793970696,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
224,False,"{'a': 0.7, 'e': 0.5106861833661879}",20,6,22.149075800494078,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.7, 'e': 0.5091564206075492}",25,0,38.58054306882082,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
226,False,"{'a': 0.7, 'e': 0.5076312402601327}",20,8,20.966746955278396,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.7, 'e': 0.5061106285973052}",20,6,19.437535576352477,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.7, 'e': 0.5045945719335512}",20,0,27.866093127926472,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
229,False,"{'a': 0.7, 'e': 0.5030830566243506}",25,7,30.77662393123286,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.7, 'e': 0.5015760690660556}",20,0,32.06121322274944,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.7, 'e': 0.5000735956957676}",25,10,20.65546471126307,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.7, 'e': 0.49857562299121655}",25,14,18.018818202854884,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.7, 'e': 0.49708213747063773}",20,12,17.364832803085754,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.7, 'e': 0.49559312569265146}",20,0,31.1217452150781,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
235,False,"{'a': 0.7, 'e': 0.49410857425614174}",20,6,25.849064664154557,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.7, 'e': 0.49262846980013547}",20,5,28.023289808716786,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.7, 'e': 0.4911527990036827}",25,8,32.923592199769786,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.7, 'e': 0.4896815485857362}",30,9,38.06643744459842,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.7, 'e': 0.48821470530503236}",35,22,13.760279953186902,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.7, 'e': 0.4867522559599717}",20,8,22.00785043806834,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.7, 'e': 0.4852941873885002}",25,12,21.17565443835237,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.7, 'e': 0.48384048646799105}",30,18,22.094142480624804,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.7, 'e': 0.48239114011512596}",30,1,1.3266843190459072,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 1}",1
244,False,"{'a': 0.7, 'e': 0.48094613528577806}",25,13,20.191324430829937,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.7, 'e': 0.4795054589748941}",20,4,25.785055216817415,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.7, 'e': 0.4780690982163776}",20,0,20.860615540351898,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
247,False,"{'a': 0.7, 'e': 0.47663704008297203}",25,0,-3.2100950140656623,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
248,False,"{'a': 0.7, 'e': 0.47520927168614446}",30,9,32.33305020288516,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.7, 'e': 0.4737857801759698}",25,9,30.771687837685555,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.7, 'e': 0.47236655274101474}",25,0,39.83623711841924,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
251,False,"{'a': 0.7, 'e': 0.4709515766082228}",20,7,21.815349974598956,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.7, 'e': 0.4695408390427993}",20,0,24.081986523426636,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
253,False,"{'a': 0.7, 'e': 0.46813432734809657}",20,9,18.808830511019046,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.7, 'e': 0.46673202886549986}",25,11,23.613048813854927,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.7, 'e': 0.4653339309743134}",20,5,11.965890286973188,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
256,False,"{'a': 0.7, 'e': 0.4639400210916467}",25,13,18.09605940875318,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.7, 'e': 0.46255028667230147}",30,13,27.249778716358875,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.7, 'e': 0.4611647152086585}",30,0,41.56399110586152,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
259,False,"{'a': 0.7, 'e': 0.4597832942305652}",25,0,42.24541460244666,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
260,False,"{'a': 0.7, 'e': 0.45840601130522357}",30,0,46.02488225680911,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
261,False,"{'a': 0.7, 'e': 0.4570328540370779}",25,14,-24.80731786645603,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
262,False,"{'a': 0.7, 'e': 0.45566381006770357}",20,7,21.036795165021893,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.7, 'e': 0.45429886707569556}",25,13,21.998501347737566,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.7, 'e': 0.4529380127765577}",35,17,24.208676791377286,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.7, 'e': 0.4515812349225922}",25,15,19.51525713552794,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.7, 'e': 0.45022852130278923}",25,15,19.013941470087527,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.7, 'e': 0.448879859742717}",20,12,13.397162685175752,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.7, 'e': 0.44753523810441237}",25,9,20.12682891716334,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.7, 'e': 0.44619464428627154}",20,0,31.317760595313448,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
270,False,"{'a': 0.7, 'e': 0.4448580662229411}",20,7,24.453106653481036,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.7, 'e': 0.4435254918852095}",25,5,31.25155712406648,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.7, 'e': 0.44219690927989863}",25,3,-12.27532817553858,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
273,False,"{'a': 0.7, 'e': 0.4408723064497561}",20,10,20.68796201798089,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.7, 'e': 0.43955167147334756}",25,19,11.67276058789445,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.7, 'e': 0.43823499246494924}",20,8,-19.758760589524094,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
276,False,"{'a': 0.7, 'e': 0.43692225757444114}",20,0,-14.550454775196323,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
277,False,"{'a': 0.7, 'e': 0.4356134549872005}",20,0,24.703040374777327,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
278,False,"{'a': 0.7, 'e': 0.43430857292399516}",20,6,28.005205221429197,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.7, 'e': 0.43300759964087765}",25,5,34.039529213883874,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.7, 'e': 0.43171052342907973}",25,2,37.74678778411775,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.7, 'e': 0.4304173326149067}",20,9,18.838438749020806,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.7, 'e': 0.42912801555963254}",20,0,27.845080933310673,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
283,False,"{'a': 0.7, 'e': 0.427842560659395}",25,0,35.99314767671894,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
284,False,"{'a': 0.7, 'e': 0.4265609563450914}",25,0,36.10062065107247,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
285,False,"{'a': 0.7, 'e': 0.42528319108227414}",20,0,28.807965382848483,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
286,False,"{'a': 0.7, 'e': 0.4240092533710473}",25,2,36.61170688443152,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.7, 'e': 0.4227391317459629}",25,15,17.33296703097263,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.7, 'e': 0.42147281477591764}",25,8,24.234451178975448,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.7, 'e': 0.42021029106405033}",20,12,12.100869068855584,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.7, 'e': 0.418951549247639}",20,6,23.170421146823937,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.7, 'e': 0.41769657799799886}",20,0,29.346726906068564,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
292,False,"{'a': 0.7, 'e': 0.4164453660203801}",20,4,23.86367986657301,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.7, 'e': 0.4151979020538666}",20,0,26.776169084135763,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
294,False,"{'a': 0.7, 'e': 0.4139541748712741}",20,11,-25.690087764251125,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
295,False,"{'a': 0.7, 'e': 0.4127141732790497}",20,9,18.548310770366662,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.7, 'e': 0.41147788611717057}",25,3,-5.012833002340335,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
297,False,"{'a': 0.7, 'e': 0.410245302259044}",25,3,34.32068152660523,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.7, 'e': 0.4090164106114069}",25,14,14.961490260855804,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.7, 'e': 0.4077912001142262}",20,4,23.843974300629117,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.7, 'e': 0.4065696597405991}",25,20,9.899437525870114,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.7, 'e': 0.40535177849665405}",25,14,19.277867246533663,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.7, 'e': 0.4041375454214515}",20,10,15.48804677334883,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.7, 'e': 0.4029269495868858}",20,15,11.092526065191622,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.7, 'e': 0.401719980097586}",20,0,31.33853961825488,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
305,False,"{'a': 0.7, 'e': 0.40051662609081884}",20,12,16.230895181406126,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.7, 'e': 0.3993168767363899}",30,9,30.874571760391845,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.7, 'e': 0.39812072123654696}",25,10,30.463630440962632,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.7, 'e': 0.3969281488258825}",20,0,23.214996916196778,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
309,False,"{'a': 0.7, 'e': 0.3957391487712367}",25,16,15.411757050282331,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.7, 'e': 0.39455371037160114}",25,16,8.60639409907493,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.7, 'e': 0.39337182295802214}",25,8,27.731891021783486,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.7, 'e': 0.392193475893505}",20,0,26.22885908061832,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
313,False,"{'a': 0.7, 'e': 0.39101865857291823}",25,0,39.24433017769279,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
314,False,"{'a': 0.7, 'e': 0.38984736042289797}",20,6,4.375031182322379,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
315,False,"{'a': 0.7, 'e': 0.388679570901753}",20,13,13.595864714923946,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.7, 'e': 0.38751527949936976}",30,7,34.54429594641116,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.7, 'e': 0.3863544757371177}",20,0,11.215471407785007,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
318,False,"{'a': 0.7, 'e': 0.38519714916775516}",30,0,44.98625013876543,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.7, 'e': 0.3840432893753353}",25,7,30.408474541874497,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.7, 'e': 0.38289288597511206}",20,5,24.892977757340645,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.7, 'e': 0.3817459286134471}",20,8,6.018673930195464,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
322,False,"{'a': 0.7, 'e': 0.38060240696771647}",25,17,12.600669597375717,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.7, 'e': 0.3794623107462176}",30,18,19.007140775271047,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.7, 'e': 0.3783256296880768}",25,8,25.16244967498826,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.7, 'e': 0.37719235356315695}",25,7,22.266704098538394,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.7, 'e': 0.3760624721719652}",20,14,11.966645412284455,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.7, 'e': 0.3749359753455614}",20,12,12.841964053084608,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
